date,Instrument,Buy Time,Buy Price (Avg),Sell Price (Avg),Qty,Pt,Rs,Net P/L,Gross P/L,Day P&L,Broker,Note,Brokerage,Image Tags,Other Charges,Sell Time,Sequence,Tags,Thumbnail,Total Fees,Total Trades,TradeType,Video,audios,imageTags,tags,trade_date,videos,fill_count,marqueeBoxes,observation,overlays,csvlog,note,subImages,fabricData,tradeReview,groupNames,heroImage,tradeLogger,_placeholder,_placeholderLabel,tradeTags,tagPins,imagePins
2026-03-05,NIFTY2631024650CE,10:07:15,238.55,219.933333,195,-18.616667,-3630.25,-3758.79,-3630.25,-2691,zerodha,,40,,88.54,10:02:44,t3,[],,128.54,,sell,,{},{},[],2026-03-05,{},,,,,,,"{'/uploads/be106d75-6807-4c06-8607-aa4c7ed8dc41.png': ['/uploads/d033584f-ef2a-4056-b854-4fbbaa89c750.png', '/uploads/655f0359-e756-4458-bb52-8e958f144097.png']}",,,,,,,,,,
2026-03-05,NIFTY2631024700CE,10:19:35,176.4,199.65,130,23.25,3022.5,2928.39,3022.5,331.5,zerodha,,40,,54.11,10:08:40,t4,[],,94.11,,sell,,{},{},[],2026-03-05,{},,,,,,,"{'/uploads/d609aa99-ccff-424a-a4d4-45082a8b6cc1.png': ['/uploads/34734e9c-662e-4dca-8e07-39a1056f70b3.png', '/uploads/a06f6714-c74c-47a0-b37e-9dc48456428c.png', '/uploads/240eed08-993b-4d93-b4ca-9b2a1576c550.png', '/uploads/263e7219-2f7a-4201-89be-84e424110941.png', '/uploads/b796f309-7808-4346-a222-4bc18f11fbb4.png', '/uploads/259e5e4d-e5ed-4b7a-8aa6-7fa93c44ec96.png', '/uploads/3ff65c26-7f58-4317-823e-070b26e32dca.png', '/uploads/153ab576-dbc2-4330-a354-5e3c3cfdbb59.png', '/uploads/767c9e2a-31cb-432e-b601-84a31d8c2981.png', '/uploads/b7b97c16-5fc8-4c18-9e29-b4f4531e430a.png', '/uploads/2e5f7cf7-3dfc-4414-93a6-0be198ee25b1.png']}",,,,,,,,,,
2026-03-06,NIFTY2631024600CE,09:45:31,264.8,239.066667,195,-25.733333,-5018,-5154.1,-5018,-5018,zerodha,,40,,96.1,09:39:39,t1,"['Distracted', 'halkeMeLerahe', 'Late', 'news']",,136.1,,sell,,{},{},"['Distracted', 'halkeMeLerahe', 'Late', 'news']",2026-03-06,{},,,,,"{'entry': {'breakoutcandle': 'Green'}, 'exit': {}, 'psy': {}}",,,,"{'dd': '', 'runnup': '', 'sl': '', 'tagSliders': {'BAT': 0, 'Distracted': 0, 'HERO': 0, 'Late': 0, 'Mann Nahi': 0, 'bach gaye': 0, 'desperate': 0, 'halkeMeLerahe': 0, 'news': 0}, 'tags': ['desperate', 'Distracted', 'bach gaye', 'halkeMeLerahe', 'Mann Nahi', 'BAT', 'HERO', 'Late', 'news'], 'targ': ''}","{'/uploads/190b5618-078b-46bb-b5e5-babcdf08ca5a.png': 'T2 POST', '/uploads/d99c2cd1-e3c2-4be3-9cb0-7a940366d514.png': 'T2'}",/uploads/eb751bd6-4f0f-442a-8cbf-5b551628839f.png,"{'_migrationLog': ['2026-03-07T12:01:19.633Z - schema upgraded 1 -> 2'], '_schemaVersion': 2, 'bc_gt_20': 'N', 'dema': 'Y', 'dur': 6, 'en_impulsive': 'N', 'en_nafs': 'N', 'ex_nafs': 'N', 'mgt_conf': 'N', 'mgt_patience': 'N', 'placement': 'Hawame', 'sc_sl_moved': 'Y', 'sc_targ_move': 'N', 'strat_cont': True, 'strat_rev': True, 'zone': 'N', 'zone_size': '0'}",,,,,
2026-03-06,NIFTY2631024650CE,10:14:03,216.5,217.25,195,0.75,146.25,20.36,146.25,-4871.75,zerodha,,40,,85.89,09:49:59,t2,"['Panicyy', 'Distracted', 'new']",,125.89,,sell,,{},{},"['Panicyy', 'Distracted', 'new']",2026-03-06,{},,,,,,,"{'/uploads/190b5618-078b-46bb-b5e5-babcdf08ca5a.png': ['/uploads/c12ae266-5950-4821-bdcb-dcd87b0978b9.png', '/uploads/3b96441a-208f-4a40-a34f-5e3d5e704684.png', '/uploads/f00920b1-0440-486d-bc55-cea8d0950431.png', '/uploads/fea4243a-46af-4f55-a5be-13423f0c8311.png', '/uploads/06296ca9-9bae-49ec-8850-b342aa74b4db.png', '/uploads/c1e99d0c-6281-4b55-8cd5-aebe08e199df.png', '/uploads/41f9185d-01ef-4b35-991f-bc87b0342322.png', '/uploads/6c9bc075-a533-4358-962b-915f9558efa3.png', '/uploads/6b5bfc2a-7432-40f4-bf82-30320fd9af33.png', '/uploads/f321445e-056f-4a17-a42c-7975d0926e44.png', '/uploads/0a9edb60-cc73-46f8-a745-a1bd834f39cb.png', '/uploads/d2c14294-8bb9-4991-ab96-b6fd1dd10f9b.png', '/uploads/9b0f90fb-3359-40cb-a167-e4a4ff62f0e9.png', '/uploads/c0803069-e85f-4c70-9b88-cdb271047504.png'], '/uploads/d99c2cd1-e3c2-4be3-9cb0-7a940366d514.png': ['/uploads/56825db9-40be-4364-bddc-c5c5826c2b27.png', '/uploads/35bab5d1-2d8f-420c-a439-e033b87a9e8d.png', '/uploads/f794be98-e2f5-4c0c-9f07-4a16629966ad.png', '/uploads/22136dda-da58-4d70-bc81-3ba41e64488b.png', '/uploads/f7ca227e-41ec-45fc-8407-c9455cb61453.png', '/uploads/bbc321d8-4c7d-40ea-b8b2-85acdaa02bc8.png', '/uploads/53769d77-2e53-4bb8-aa51-228b4782e832.png', '/uploads/2ad7935a-c904-4211-99d3-faa3aa32b632.png']}",,"{'dd': '', 'runnup': '', 'sl': '', 'tagSliders': {'Distracted': 0, 'Mann Nahi': 0, 'Panicyy': 0, 'new': 0}, 'tags': ['Mann Nahi', 'Panicyy', 'Distracted', 'new'], 'targ': ''}",{'/uploads/4784e327-e106-4b5f-aa7e-7a7360017631.png': 'PRE'},/uploads/35d38bbd-94a5-44ba-a1c6-02936f5639d4.png,"{'_migrationLog': ['2026-03-09T03:27:33.155Z - schema upgraded 1 -> 2'], '_schemaVersion': 2, 'dur': 25}",,,,,
2026-03-06,NIFTY2631024600PE,11:02:51,191.9,212.4,195,20.5,3997.5,3875.08,3997.5,-874.25,zerodha,,40,,82.42,11:00:13,t3,['Distracted'],,122.42,,sell,,{},{},['Distracted'],2026-03-06,{},,,,,,,"{'/uploads/4784e327-e106-4b5f-aa7e-7a7360017631.png': ['/uploads/0c22d977-696c-4c5f-8dc6-b8bb34fec5ed.png', '/uploads/a87f9731-02ba-445f-8c20-e686a371d8c3.png', '/uploads/3a7a78ba-7d43-460d-befc-6500a5942edf.png', '/uploads/84cf742c-5d85-47af-baff-68a029076659.png', '/uploads/579479fe-f228-4a73-9c9d-a9240823c490.png', '/uploads/31456910-d902-4718-ad7e-eed9fee1654a.png', '/uploads/06c6f3ed-c827-4ace-b84b-4e7c51d2d00a.png', '/uploads/d1b65c54-ff3c-4e86-8670-40288abf7b8a.png', '/uploads/b34fcd8f-cf9f-4081-99b8-b278a8544720.png', '/uploads/b31e7d4f-9b27-4b02-8654-83958353734d.png', '/uploads/cf1ac155-3bbd-42f7-bcb6-f01faf3fb014.png', '/uploads/90fb50b0-db6a-451a-8817-75b3f13d60a8.png', '/uploads/a20531ac-6771-4eee-8960-b6591e2eb0fa.png', '/uploads/82160c5b-31fc-4773-8e08-6a219c832bdb.png', '/uploads/32a1d953-ca40-4d8b-93d1-6c76aba1ae0b.png'], '/uploads/92619eec-7c26-4c7b-9711-7e99cccab5fe.png': ['/uploads/07b8ec9b-8121-438a-8c71-10c45eeb4662.png', '/uploads/3158bc1a-5d78-491b-90e0-d5c0a369a5a6.png', '/uploads/083c748f-7145-4e0e-af83-f26f6fcdcfd3.png', '/uploads/240db18c-d081-4752-a9f1-12f2419fc9b5.png', '/uploads/a86a66a5-d280-42c5-a350-3b9e71d77372.png', '/uploads/446a8d76-970c-45d3-abda-90fb80682395.png', '/uploads/53d6622a-a1c9-430c-9eb4-f6010a13a7ad.png', '/uploads/72934e82-2d27-452d-bf19-bc3dec103841.png', '/uploads/8036b5b1-80c5-4f11-9cdb-878df2527015.png', '/uploads/1a403225-2015-4abe-8961-df0345a2ba7a.png', '/uploads/789292bb-8429-4e6a-8acb-8c2c2159def7.png', '/uploads/49a176ce-9cb1-4f1f-a422-b7ead7120382.png', '/uploads/87218b7c-f27a-4204-a5b5-9549d2f119e9.png', '/uploads/dd12f2e9-a604-4d9a-be82-d17edf55e879.png', '/uploads/c5f669f2-f7ce-4fb0-b6e2-df4b89cebdbf.png', '/uploads/cad1f45c-d491-4f7e-91bd-0fdb4f499f5c.png']}",,"{'dd': '', 'runnup': '', 'sl': '', 'tagSliders': {'Distracted': 0, 'EntryMiss': 0}, 'tags': ['EntryMiss', 'Distracted'], 'targ': ''}",,/uploads/3c8ae8c0-db78-445a-a093-0cff7cf3fad5.png,{'dur': 2},,,,,
2026-03-06,NIFTY2631024550PE,11:44:27,176.05,175.3,65,-0.75,-48.75,-117.15,-48.75,-923,zerodha,,40,,28.4,11:04:15,t4,[],,68.4,,sell,,{},{},[],2026-03-06,{},,,,,,,"{'/uploads/0d1912ce-66d2-4d99-bdea-826667bef0a8.png': ['/uploads/a3f886c0-2f41-43cf-9001-77aeb2020b04.png', '/uploads/73c1d39f-03ac-4b60-8d4d-9244c41afba7.png', '/uploads/150379fc-4956-4ebd-8cd0-94a7ea4e4453.png', '/uploads/e2b4a9bb-eb31-43d7-8dae-9020e2d368de.png', '/uploads/28623b9f-e1ab-4fec-9a28-5bdbe4a2b417.png', '/uploads/20343297-fbd1-4816-8496-0a7e64c8d5f8.png', '/uploads/3978af68-81eb-46b0-b80f-e843acc3d66c.png', '/uploads/9f9ece84-c088-4910-821b-dad2f750ffb6.png', '/uploads/be5ce2a0-faee-4b10-8ba8-71d36f11d0b9.png', '/uploads/fbd369f9-7070-450d-8c28-cc52b0259f05.png', '/uploads/dd991f3b-121b-4d3b-b3a7-86a6b9ef985e.png', '/uploads/3927742d-d088-45b9-aabc-73988476b317.png', '/uploads/06e5445c-1ad0-4aa9-98a0-73a2aba33e2f.png', '/uploads/eb3d5afc-12ec-44b0-806a-63cf1c953285.png', '/uploads/46880813-624e-427e-aecb-2077ffb93c65.png', '/uploads/bb7815f5-ca52-49bd-a06c-3d866b17faa7.png']}",,"{'dd': '', 'runnup': '', 'sl': '', 'tagSliders': {}, 'tags': [], 'targ': ''}",,/uploads/4f472354-77e7-4942-a00f-ff9a976cd1fa.png,{'dur': 40},,,,,
2026-03-06,NIFTY2631024700CE,13:37:42,167.1,165,65,-2.1,-136.5,-203.7,-136.5,-1059.5,zerodha,,40,,27.2,11:44:42,t5,[],,67.2,,sell,,{},{},[],2026-03-06,{},,,,,{},,,,"{'dd': '', 'runnup': '', 'sl': '', 'tagSliders': {}, 'tags': [], 'targ': ''}",{'/uploads/9d07b54f-1507-40e2-8a4e-5eac34fe72d7.png': 'T6'},/uploads/ad477f03-85aa-489d-8e05-6a7649af576e.png,"{'dur': 113, 'strat_rev': True}",,,,,
2026-03-06,NIFTY2631024600PE,13:47:24,218.15,200,65,-18.15,-1179.75,-1251.64,-1179.75,-2239.25,zerodha,,40,,31.89,13:37:51,t6,"['halkeMeLerahe', 'Late']",,71.89,,sell,,{},{},"['halkeMeLerahe', 'Late']",2026-03-06,{},,,,,,,,,"{'dd': '', 'runnup': '', 'sl': '', 'tagSliders': {'EntryMiss': 0, 'Late': 0, 'Mann Nahi': 0, 'desperate': 41, 'halkeMeLerahe': -57}, 'tags': ['desperate', 'halkeMeLerahe', 'Late', 'EntryMiss', 'Mann Nahi'], 'targ': ''}",,/uploads/30911868-3748-41cd-920f-29a5626028f8.png,"{'dur': 10, 'en_algo': 'N', 'en_sc10': 'N'}",,,,,
2026-03-06,,,,,,,,,,-2239.25,zerodha,,,,,,t7,"['panic', 'Panicyy', 'Distracted', 'new', 'halkeMeLerahe', 'Partial Exit', 'Premium']",,,,,,{},{},"['panic', 'Panicyy', 'Distracted', 'new', 'halkeMeLerahe', 'Partial Exit', 'Premium']",2026-03-06,{},,,,,{'zone': {}},,"{'/uploads/0770ffc7-23f1-485c-bb21-3611dc5a443b.png': ['/uploads/7af69c4d-b976-436b-b724-cb681c5e846f.png', '/uploads/32db5500-bdc6-4f8e-81d6-d01cb70fee11.png']}",,"{'dd': '1', 'runnup': '22', 'sl': '30', 'tagSliders': {'BAT': 0, 'Distracted': 77, 'HERO': 0, 'Mann Nahi': 78, 'Panicyy': -52, 'Partial Exit': 0, 'Premium': 0, 'Reversal': -50, 'bach gaye': 57, 'halkeMeLerahe': 0, 'new': -54, 'panic': -14}, 'tags': ['Reversal', 'Mann Nahi', 'panic', 'Panicyy', 'Distracted', 'bach gaye', 'new', 'halkeMeLerahe', 'Partial Exit', 'Premium', 'BAT', 'HERO'], 'targ': '25'}",{'/uploads/0770ffc7-23f1-485c-bb21-3611dc5a443b.png': 'T1'},,{},,,,,
2026-03-06,,,,,,,,,,-2239.25,zerodha,,,,,,t8,,,,,,,{},{},,2026-03-06,{},,,,,,,,,,,,,,,,,
2026-03-09,NIFTY2631023900PE,09:33:00,285.233333,286.8,195,1.566667,305.5,154.47,305.5,305.5,zerodha,,40,,111.03,09:30:27,t1,[],,151.03,,sell,,{},{},[],2026-03-09,{},,,,,"{'entry': {}, 'exit': {}, 'psy': {'inpulsive_in': 0}, 'zone': {}}",,,,,,,,,,,,
2026-03-09,NIFTY2631023900PE,10:11:45,252.65,284.7,130,32.05,4166.5,4052.35,4166.5,4472,zerodha,,40,,74.15,09:33:59,t2,[],,114.15,,sell,,{},{},[],2026-03-09,{},,,,,{'zone': {}},,,,,,,,,,,,
2026-03-10,NIFTY2631024050CE,09:36:23,115.2,145.05,195,29.85,5820.75,5723.55,5820.75,5820.75,zerodha,,40,,57.2,09:30:22,t1,['darr'],,97.2,,sell,,{},{},['darr'],2026-03-10,{},,,,,"{'entry': {'confused': 74}, 'exit': {'10_reach': 'N', 'target_moved': 'Y'}, 'psy': {'desperate_in': 30, 'desperate_out': 59, 'distracted_in': 50, 'distracted_out': 83, 'inpulsive_in': 80, 'inpulsive_out': 29, 'sabar_in': 51, 'sabar_out': 88, 'sahi_lagraha_in': 27, 'sahi_lagraha_out': 53}, 'zone': {}}",,,,"{'dd': '', 'runnup': '', 'sl': '', 'tagSliders': {}, 'tags': ['darr', 'Mann Nahi'], 'targ': ''}",,/uploads/7ace3c69-c8d4-4915-9e4e-45f029179949.png,"{'_migrationLog': ['2026-03-10T15:16:56.796Z - schema upgraded 1 -> 2'], '_schemaVersion': 2, 'bc_gt_20': 'N', 'dur': 6, 'z_candle': 'MorningStar', 'zone': 'N', 'zone_size': 'baad me 43'}",,,,,
2026-03-10,NIFTY2631023950CE,09:56:04,205.15,220.4,65,15.25,991.25,917.86,991.25,6812,zerodha,,40,,33.39,09:51:12,t2,['himmat nahi'],,73.39,,sell,,{},{},['himmat nahi'],2026-03-10,{},,,,,"{'entry': {'confused_algosignal': 'Y', 'confused_any_entry_skip': 'N', 'confused_candle_size_20': 'Y', 'confused_confirmation': 'Strong', 'confused_confused': 0, 'confused_sl_10': 'Y', 'dema': 'At', 'dema_obs': 'adsad'}, 'exit': {}, 'psy': {}, 'zone': {}}",,,,"{'dd': '', 'runnup': '', 'sl': '', 'tagSliders': {}, 'tags': [], 'targ': ''}",,/uploads/2fe6c451-4b0a-406e-84a4-0edf2ae9677e.png,,,,,,
2026-03-11,NIFTY2631724250CE,09:31:12,252.25,264,195,11.75,2291.25,2149.36,2291.25,2291.25,zerodha,,40,,101.89,09:24:03,t1,[],,141.89,,sell,,{},{},[],2026-03-11,{},,,,,"{'entry': {'algosignal': 'N', 'any_entry_skip': 'N', 'at': 'Breakout pe', 'at_obs': 'asdasd', 'breakoutcandle': 'Red', 'confirmation': 'Strong', 'confused': 75, 'dema': 'Below', 'entry_candle_20': 'N', 'skip_count': '0', 'sl_10': 'Y', 'sl_10_obs': '13 pt'}, 'exit': {'actual_10_reach': 'Y', 'actual_output': 'Target', 'actual_profit_trail': 'N', 'actual_sl_moved': 'N', 'actual_sl_trail': 'N', 'actual_target_moved': 'N'}, 'psy': {'desperate_in': 11, 'distracted_in': 0, 'inpulsive_in': 63, 'inpulsive_out': 100, 'sabar_in': 25, 'sabar_out': 0, 'sahi_lagraha_out': 76}}",,,,,,/uploads/57f4ea13-4c71-4140-a271-866b2afbb409.png,,,,,,
2026-03-11,NIFTY2631724100CE,09:41:38,326.15,336,130,9.85,1280.5,1152.67,1280.5,3571.75,zerodha,,40,,87.83,09:35:40,t2,[],,127.83,,sell,,{},{},[],2026-03-11,{},,,,,"{'entry': {'confused': 36}, 'exit': {}, 'psy': {'desperate_in': 16, 'desperate_out': 33, 'distracted_in': 36, 'distracted_out': 22, 'inpulsive_in': 18, 'inpulsive_out': 31, 'sabar_in': 84, 'sabar_out': 36, 'sahi_lagraha_in': 19, 'sahi_lagraha_out': 38}}",,,,,,/uploads/ddbf0ee9-6994-4872-b534-f73b6dfb8cc1.png,,,,,,
2026-03-12,NIFTY2631723550CE,09:37:56,334.6,323,195,-11.6,-2262,-2427.3,-2262,-2262,zerodha,,40,,125.3,09:34:40,t1,[],,165.3,,sell,,{},{},[],2026-03-12,{},,,,,"{'body_vitals': {}, 'entry': {}, 'exit': {}}",,,,,,,,,,,,
2026-03-12,NIFTY2631723600CE,10:14:35,298.25,328.7,195,30.45,5937.75,5774.03,5937.75,3675.75,zerodha,,40,,123.72,10:06:07,t2,[],,163.72,,sell,,{},{},[],2026-03-12,{},,,,,,,,,,,,,,,,,
2026-03-12,,,,,,,,,,3675.75,zerodha,,,,,,t3,,,,,,,{},{},,2026-03-12,{},,,,,"{'body_vitals': {'alertness': 0, 'neend': 0, 'sabar': 0}, 'entry': {'at': 'Breakout pe', 'at_obs': 'dhayan kahin aur tha, par jaise hi zone ka alert baja le liya ki mai us area me intezaar kar raha tha', 'breakoutcandle': 'Red'}, 'psy': {}, 'zone': {'created': 'N'}}",,,,,,,,True,x1,,,
2026-03-12,,,,,,,,,,3675.75,zerodha,,,,,,t4,,,,,,,{},{},,2026-03-12,{},,,,,{},,,,,,,,True,x2,,,
2026-03-16,NIFTY2631723150PE,09:36:07,127.85,158.95,195,31.1,6064.5,5962.37,6064.5,6064.5,zerodha,,40,,62.13,09:30:10,t1,[],,102.13,,sell,,{},{},[],2026-03-16,{},,,,,,,,,,,,,,,,,
2026-03-16,,,,,,,,,,6064.5,zerodha,,,,,,t2,,,,,,,{},{},,2026-03-16,{},,,,,{},,,,,,,,True,x1,,,
2026-03-13,NIFTY2631723350CE,10:11:03,250.5,248.4,195,-2.1,-409.5,-546.93,-409.5,-409.5,zerodha,,40,Day Open,97.43,10:05:47,t1,[],,137.43,,sell,,{},{},[],2026-03-13,{},,,,,"{'body_vitals': {}, 'entry': {'algosignal': 'N', 'any_entry_skip': 'Y', 'at': 'Breakout se pehle', 'confirmation': 'Strong', 'dema': 'Above', 'entry_candle_20': 'N', 'skip_count': '2-3', 'skip_count_obs': 'bahut hi zuada sabar se wait kar, raha tha ', 'sl_10': 'Y'}, 'exit': {'actual_10_reach': 'Y', 'actual_output': 'Target', 'actual_profit_trail': 'N', 'actual_sl_moved': 'N', 'actual_sl_trail': 'N', 'actual_target_moved': 'Y'}, 'psy': {'desperate_in': 60, 'desperate_out': 30, 'distracted_in': 73, 'inpulsive_in': 0, 'inpulsive_out': 61, 'sabar_in': 25, 'sabar_out': 47, 'sahi_lagraha_in': 12, 'sahi_lagraha_out': 69}, 'zone': {'candle': 'GreenHammer', 'created': 'Y', 'near': 'LL', 'placement': 'Hawa me', 'size': 'between 10-25'}}",,,,,,https://res.cloudinary.com/duw7qd8zm/image/upload/v1773419465/trading_journal/95e41cf4-b5ba-4c7f-9cee-2c7bebe80a4c.png,,,,,,
2026-03-13,NIFTY2631723500PE,10:30:18,309.666667,322,195,12.333333,2405,2242.14,2405,1995.5,zerodha,,40,Day Open,122.86,10:27:16,t2,[],,162.86,,sell,,{},{},[],2026-03-13,{},,,,,"{'entry': {'algosignal': 'N', 'any_entry_skip': 'N', 'at': 'Breakout se pehle', 'confirmation': 'Week', 'dema': 'Above', 'entry_candle_20': 'Y', 'sl_10': 'Y'}, 'psy': {'desperate_in': 20, 'desperate_out': 22, 'sabar_in': 19, 'sabar_out': 28}}",,,,,,https://res.cloudinary.com/duw7qd8zm/image/upload/v1773419473/trading_journal/03727929-e541-4f5e-ace8-17a3ca20e1d7.png,,,,,,
2026-03-13,NIFTY2631723400CE,10:53:43,234.8,222.1,65,-12.7,-825.5,-899.91,-825.5,1170,zerodha,,40,Day Open,34.41,10:33:34,t3,[],,74.41,,sell,,{},{},[],2026-03-13,{},,,,,,,,,,,https://res.cloudinary.com/duw7qd8zm/image/upload/v1773419477/trading_journal/b3b31b34-6637-437d-b238-a4d5bea31ac2.png,,,,,,
2026-03-13,,,,,,,,,,1170,zerodha,"sooc kar baitha tha, friday hai, gadbard nahi karene, jab zone bane ga tab hi lenge , aur fir baithey reh gaye!!",,Day Open,,,t4,[],,,,,,{},{},[],2026-03-13,{},,,,,"{'body_vitals': {'alertness': 2, 'neend': -2, 'potty': 4}, 'entry': {'algosignal': 'N', 'any_entry_skip': 'Y', 'any_entry_skip_obs': 'pehle partial hammer, fir morning star jo ki pehle baar dikh raha th ared ke baad, uspe signal bhi nahi aaya ', 'at': 'Breakout se pehle', 'confused': 8, 'dema': 'Above', 'entry_candle_20': 'N', 'skip_count': '1', 'sl_10': 'Y'}, 'exit': {'actual_10_reach': 'N', 'actual_output': 'SL', 'actual_profit_trail': 'N', 'actual_sl_moved': 'Y', 'actual_sl_trail': 'Y', 'actual_target_moved': 'N'}, 'psy': {'desperate_in': 75, 'desperate_out': 31, 'distracted_in': 21, 'inpulsive_in': 48, 'inpulsive_out': 11, 'sabar_in': 72}}","sooc kar baitha tha, friday hai, gadbard nahi karene, jab zone bane ga tab hi lenge , aur fir baithey reh gaye!!",,,,,,,,,,,
2026-03-17,NIFTY2631723300CE,09:35:30,159.1,121.15,195,-37.95,-7400.25,-7494.66,-7400.25,-7400.25,zerodha,,40,Day Open,54.41,09:21:36,t1,[],,94.41,,sell,,"{'https://res.cloudinary.com/duw7qd8zm/image/upload/v1773724544/trading_journal/7a8d4aee-1094-4e77-a9d3-0d54c72d9a4c.png': '/uploads/audio/0ef2ec002ac64372b1abfa73223248fb.webm', 'https://res.cloudinary.com/duw7qd8zm/image/upload/v1773724544/trading_journal/92268079-55e1-4483-b3cf-b8938cac180f.png': '/uploads/audio/97cc64b11c1b4c04aadb686f4c997023.webm', 'https://res.cloudinary.com/duw7qd8zm/image/upload/v1773724545/trading_journal/006b41c2-9df4-4117-8beb-c9c91924f624.png': '/uploads/audio/c5e8628e31cf4bfab46a567f18f1713c.webm', 'https://res.cloudinary.com/duw7qd8zm/image/upload/v1773724549/trading_journal/493ec68c-f7dc-4c9b-b700-4c484923ab10.png': '/uploads/audio/a06806de825a42fb8ad01bc5eb0e26d3.webm', 'https://res.cloudinary.com/duw7qd8zm/image/upload/v1773724550/trading_journal/1144bca3-63c6-4c09-9c9b-fbc1e9e06382.png': '/uploads/audio/1dbec0915c7c4b64a84ed9259dd26356.webm', 'https://res.cloudinary.com/duw7qd8zm/image/upload/v1773724550/trading_journal/da301cb2-34c5-4bb8-b648-8d452fc1f432.png': '/uploads/audio/105b48df3e2940e39e5deff47998aa04.webm', 'https://res.cloudinary.com/duw7qd8zm/image/upload/v1773724608/trading_journal/14107c65-4e9d-4be4-8703-c77b29955a94.png': '/uploads/audio/c09a853a419c41e8a31b9462a132fdf1.webm', 'https://res.cloudinary.com/duw7qd8zm/image/upload/v1773724609/trading_journal/43008f77-8bd8-4562-8f0e-9198e21adcd4.png': '/uploads/audio/85c3e61342d143699407390888c53933.webm', 'https://res.cloudinary.com/duw7qd8zm/image/upload/v1773724610/trading_journal/73b66f61-b1b4-429d-b3a9-2e1100256edc.png': '/uploads/audio/34bf2ecc15c94e52bde9d71ba95bdeeb.webm'}",{'https://res.cloudinary.com/duw7qd8zm/image/upload/v1773724544/trading_journal/7a8d4aee-1094-4e77-a9d3-0d54c72d9a4c.png': ['Day Open']},[],2026-03-17,{},,,,,,,,,,,,,,,,,
2026-03-17,NIFTY2631723500PE,09:56:35,95.333333,107.35,195,12.016667,2343.25,2258.18,2343.25,-5057,zerodha,,40,"panic, Panicyy",45.07,09:45:07,t2,[],,85.07,,sell,,{'https://res.cloudinary.com/duw7qd8zm/image/upload/v1773724612/trading_journal/30df8d61-a5f7-404f-86d6-ae5648993f63.png': '/uploads/audio/f867b38ffbce4786b6684ba020b0cac8.webm'},"{'/uploads/f3191d86d4fd4f37ab33c4e2e9c7263f.webm': ['Panicyy'], 'https://res.cloudinary.com/duw7qd8zm/image/upload/v1773724611/trading_journal/d8e9cb64-e266-4e28-8a1f-02744ec85a4d.png': ['Panicyy', 'panic'], 'https://res.cloudinary.com/duw7qd8zm/image/upload/v1773724614/trading_journal/5874b250-0a64-42b0-9b81-b56fad4c8068.png': ['Panicyy'], 'https://res.cloudinary.com/duw7qd8zm/image/upload/v1773724618/trading_journal/81b66f1b-cb11-40e0-9b8b-38e78dd5b06a.png': ['Panicyy']}",[],2026-03-17,{},,,,,,,,,,,,,,,,,
2026-03-17,NIFTY2631723350CE,09:58:03,154.033333,149.85,195,-4.183333,-815.75,-917.64,-815.75,-5872.75,zerodha,,40,Momentum Slow ka intezar karna cahiye,61.89,09:57:05,t3,[],,101.89,,sell,,{},{'https://res.cloudinary.com/duw7qd8zm/image/upload/v1773724707/trading_journal/c3c14642-e014-451b-b62f-970a9c8700b0.png': ['Momentum Slow ka intezar karna cahiye']},[],2026-03-17,{},,,,,,,,,,,,,,,,,
2026-03-17,NIFTY2631723250CE,10:15:16,294.516667,260.4,195,-34.116667,-6652.75,-6797.31,-6652.75,-12525.5,zerodha,,40,Momentum Slow ka intezar karna cahiye,104.56,10:13:58,t4,[],,144.56,,sell,,{},{'https://res.cloudinary.com/duw7qd8zm/image/upload/v1773724746/trading_journal/ba1518ae-78e5-496a-a197-f133766ef45d.png': ['Momentum Slow ka intezar karna cahiye']},[],2026-03-17,{},,,,,,,,,,,https://res.cloudinary.com/duw7qd8zm/image/upload/v1773724754/trading_journal/704140e4-e78c-4684-9484-f54e666ee8f3.png,,,,,,
2026-03-17,,,,,,,,,,-12525.5,zerodha,,,,,,t5,,,,,,,{},{},,2026-03-17,{},,,,,,,,,,,,,,,,,
2026-03-18,NIFTY2632423650CE,09:49:49,271.016667,253.9,195,-17.116667,-3337.75,-3525.68,-3337.75,-3337.75,zerodha,,80,"Day Open, Momentum Slow ka intezar karna cahiye",107.93,09:23:58,t1,[],,187.93,,sell,,,"{'https://res.cloudinary.com/duw7qd8zm/image/upload/v1773821793/trading_journal/a20ca818-5f53-426d-949f-b04f243b9fc1.png': ['Day Open'], 'https://res.cloudinary.com/duw7qd8zm/image/upload/v1773821795/trading_journal/94fb1574-5847-4160-8442-ef0930e1f84e.png': ['Momentum Slow ka intezar karna cahiye']}",[],2026-03-18,,4,,,,{'entry': {}},,,,,,,,,,,,
2026-03-18,NIFTY2632423700PE,09:55:42,217.7,202.316667,195,-15.383333,-2999.75,-3168.83,-2999.75,-6337.5,zerodha,,80,,89.08,09:50:20,t2,[],,169.08,,sell,,,{},[],2026-03-18,,4,,,,,,,,,,,,,,,,
2026-03-18,NIFTY2632423650CE,10:32:22,271.25,253.466667,195,-17.783333,-3467.75,-3655.58,-3467.75,-9805.25,zerodha,,80,,107.83,09:55:54,t3,[],,187.83,,sell,,,{},[],2026-03-18,,4,,,,,,,,,,,,,,,,
